POST_ID,MS_ID,MS_SPACEID,CAP_COLOR,METER_TYPE,SMART_METE,ACTIVESENS,JURISDICTI,ON_OFF_STR,OSP_ID,STREET_NUM,STREETNAME,STREET_SEG,RATEAREA,SFPARKAREA,LOCATION
224-30520,-,0,Yellow,SS,N,N,SFMTA,ON,0,3052,24TH ST,1338000,Area 3, ,"(37.752604, -122.413226)"
590-00360,590-00006,36,Grey,MS,Y,Y,SFMTA,ON,0,36,OAK ST,9750000,Area 5,Civic Center,"(37.775378, -122.420326)"
214-02120,-,0,Grey,SS,N,N,SFMTA,ON,0,212,14TH ST,582000,Area 3, ,"(37.768426, -122.418375)"
217-33350,-,0,Grey,SS,Y,Y,SFMTA,ON,0,3335,17TH ST,798000,Area 5,Mission,"(37.763282, -122.420951)"
218-33350,-,0,Grey,SS,N,N,SFMTA,ON,0,3335,18TH ST,877000,Area 5,Mission,"(37.761825, -122.418623)"
600-07110,-,0,Grey,SS,N,N,SFMTA,ON,0,711,PACIFIC AVE,10127000,Area 2, ,"(37.796811, -122.407239)"
216-29030,-,0,Yellow,SS,N,Y,SFMTA,ON,0,2903,16TH ST,723000,Area 5,Mission,"(37.765101, -122.417702)"
922-00170,-,0,Grey,SS,N,N,SFMTA,OFF,922,174,WEST PORTAL AVE,13578201,Area 3, ,"(37.739217, -122.468074)"
217-33300,-,0,Grey,SS,Y,Y,SFMTA,ON,0,3330,17TH ST,798000,Area 5,Mission,"(37.763405, -122.420925)"
218-33100,-,0,Grey,SS,N,N,SFMTA,ON,0,3310,18TH ST,876000,Area 5,Mission,"(37.76199, -122.417717)"
218-33190,-,0,Grey,SS,N,N,SFMTA,ON,0,3319,18TH ST,876000,Area 5,Mission,"(37.76186, -122.418049)"
216-31240,-,0,Grey,SS,Y,Y,SFMTA,ON,0,3124,16TH ST,732000,Area 5,Mission,"(37.764935, -122.422742)"
216-31560,-,0,Grey,SS,Y,Y,SFMTA,ON,0,3156,16TH ST,734000,Area 5,Mission,"(37.764888, -122.423511)"
219-34110,-,0,Grey,SS,Y,Y,SFMTA,ON,0,3411,19TH ST,972000,Area 5,Mission,"(37.760157, -122.419726)"
220-35280,-,0,Grey,SS,Y,Y,SFMTA,ON,0,3528,20TH ST,1057000,Area 5,Mission,"(37.758606, -122.420262)"
221-31320,-,0,Grey,SS,N,N,SFMTA,ON,0,3132,21ST ST,1108000,Area 5,Mission,"(37.757133, -122.418064)"
221-32140,-,0,Grey,SS,Y,Y,SFMTA,ON,0,3214,21ST ST,1109000,Area 5,Mission,"(37.757041, -122.419593)"
221-32300,-,0,Grey,SS,Y,Y,SFMTA,ON,0,3230,21ST ST,1111000,Area 5,Mission,"(37.757003, -122.420214)"
222-31060,-,0,Grey,SS,N,N,SFMTA,ON,0,3106,22ND ST,1189000,Area 5,Mission,"(37.7556, -122.416947)"
222-31120,-,0,Grey,SS,N,N,SFMTA,ON,0,3112,22ND ST,1189000,Area 5,Mission,"(37.755582, -122.417249)"
220-35100,-,0,Grey,SS,Y,Y,SFMTA,ON,0,3510,20TH ST,1056000,Area 5,Mission,"(37.758647, -122.419588)"
220-35120,-,0,Grey,SS,Y,Y,SFMTA,ON,0,3512,20TH ST,1056000,Area 5,Mission,"(37.758642, -122.419663)"
657-25220,-,0,Red,SS,N,N,SFMTA,ON,0,2522,SAN BRUNO AVE,11376000,Area 3, ,"(37.729446, -122.40442)"
500-03240,500-03002,24,Grey,MS,Y,Y,SFMTA,ON,0,324,JACKSON ST,7362000,Area 5,Downtown,"(37.796753, -122.401232)"
500-04020,500-04002,2,Grey,MS,Y,Y,SFMTA,ON,0,402,JACKSON ST,7364000,Area 5,Downtown,"(37.796645, -122.402003)"
500-04160,500-04004,16,Grey,MS,Y,Y,SFMTA,ON,0,416,JACKSON ST,7365000,Area 5,Downtown,"(37.796586, -122.402479)"
650-35020,-,0,Grey,SS,N,N,SFMTA,ON,0,3502,SACRAMENTO ST,11267000,Area 3, ,"(37.787793, -122.450504)"
419-04080,-,0,Grey,SS,Y,Y,SFMTA,ON,0,408,FRANKLIN ST,5804000,Area 5,Civic Center,"(37.778356, -122.4215)"
701-06240,701-06004,24,Grey,MS,Y,N,SFMTA,ON,0,624,VAN NESS AVE,13148202,Area 5,Civic Center,"(37.781719, -122.420418)"
701-07030,701-07001,3,Grey,MS,Y,N,SFMTA,ON,0,703,VAN NESS AVE,13149101,Area 5,Civic Center,"(37.782125, -122.420825)"
701-07220,701-07002,22,Grey,MS,Y,N,SFMTA,ON,0,722,VAN NESS AVE,13149201,Area 5,Civic Center,"(37.782632, -122.420602)"
722-21030,-,0,Grey,SS,Y,Y,SFMTA,ON,0,2103,WEBSTER ST,13546000,Area 5,Fillmore,"(37.790191, -122.432503)"
691-21110,-,0,Grey,SS,N,Y,SFMTA,ON,0,2111,UNION ST,12871000,Area 3, ,"(37.797182, -122.434272)"
664-15130,-,0,Grey,SS,N,N,SFMTA,ON,0,1513,STOCKTON ST,12213000,Area 3, ,"(37.800063, -122.409173)"
114-28110,-,0,Grey,SS,N,Y,SFMTA,ON,0,2811,14TH AVE,577000,Area 3, ,"(37.737678, -122.468741)"
360-01350,-,0,Grey,SS,N,Y,SFMTA,ON,0,135,CLEMENT ST,4151000,Area 3, ,"(37.783031, -122.460982)"
127-04660,-,0,Grey,SS,N,N,SFMTA,ON,0,466,27TH AVE,1546000,Area 3, ,"(37.780295, -122.486836)"
127-04670,-,0,Grey,SS,N,N,SFMTA,ON,0,467,27TH AVE,1546000,Area 3, ,"(37.780197, -122.486968)"
116-04050,-,0,Grey,SS,N,N,SFMTA,ON,0,405,16TH AVE,673000,Area 3, ,"(37.780193, -122.475141)"
355-02280,-,0,Grey,SS,N,N,SFMTA,ON,0,228,CHURCH ST,4010000,Area 3, ,"(37.76654, -122.428967)"
213-01850,-,0,Green,SS,N,N,SFMTA,ON,0,185,13TH ST,550101,Area 3, ,"(37.76953, -122.417303)"
214-02010,-,0,Grey,SS,N,N,SFMTA,ON,0,201,14TH ST,582000,Area 3, ,"(37.768342, -122.417943)"
864-04280,864-04002,28,Grey,MS,N,Y,PORT,ON,0,428,SPEAR ST,12048000,Port 8, ,"(37.788379, -122.38898)"
864-04600,864-04004,60,Grey,MS,N,Y,PORT,ON,0,460,SPEAR ST,12048000,Port 8, ,"(37.788101, -122.388631)"
360-03220,-,0,Grey,SS,N,Y,SFMTA,ON,0,322,CLEMENT ST,4153000,Area 3, ,"(37.783083, -122.463106)"
360-04060,-,0,Grey,SS,N,Y,SFMTA,ON,0,406,CLEMENT ST,4154000,Area 3, ,"(37.783056, -122.463692)"
205-04300,-,0,Grey,SS,Y,N,SFMTA,ON,0,430,05TH ST,303000,Area 5,South Embarcadero,"(37.778297, -122.40108)"
336-26070,-,0,Grey,SS,N,N,SFMTA,ON,0,2607,BUSH ST,3457000,Area 3, ,"(37.786065, -122.440427)"
330-03100,-,0,Grey,SS,Y,Y,SFMTA,ON,0,310,BRANNAN ST,3074000,Area 5,South Embarcadero,"(37.781618, -122.392511)"
551-00280,-,0,Grey,SS,Y,N,SFMTA,ON,0,28,LAPU-LAPU ST,8116000,Area 5,South Embarcadero,"(37.782109, -122.398826)"
360-21030,-,0,Grey,SS,N,N,SFMTA,ON,0,2103,CLEMENT ST,4172000,Area 3, ,"(37.782086, -122.481827)"
340-00439,340-00430,9,Yellow,MS,Y,N,SFMTA,ON,0,43,BLUXOME ST,2993000,Area 5,South Embarcadero,"(37.776536, -122.397099)"
340-00436,340-00430,6,Yellow,MS,Y,N,SFMTA,ON,0,43,BLUXOME ST,2993000,Area 5,South Embarcadero,"(37.776665, -122.396934)"
340-00345,-,0,Grey,SS,Y,N,SFMTA,ON,0,34,BLUXOME ST,2993000,Area 5,South Embarcadero,"(37.776969, -122.396813)"
568-31270,-,0,Grey,SS,N,N,SFMTA,ON,0,3127,MISSION ST,9129000,Area 3, ,"(37.747332, -122.418644)"
440-40200,-,0,Grey,SS,N,Y,SFMTA,ON,0,4020,GEARY BLVD,6060201,Area 3, ,"(37.781214, -122.462985)"
471-06740,-,0,Grey,SS,N,Y,SFMTA,ON,0,674,HARRISON ST,6716000,Area 5,South Embarcadero,"(37.782841, -122.397177)"
204-05020,204-05002,2,Grey,MS,Y,Y,SFMTA,ON,0,502,04TH ST,262000,Area 5,South Embarcadero,"(37.779379, -122.397995)"
204-05310,204-05003,31,Grey,MS,Y,Y,SFMTA,ON,0,531,04TH ST,263000,Area 5,South Embarcadero,"(37.778904, -122.397093)"
614-05320,-,0,Grey,SS,N,N,SFMTA,ON,0,532,POST ST,10630000,Area 1, ,"(37.787983, -122.411257)"
614-05400,-,0,Grey,SS,N,N,SFMTA,ON,0,540,POST ST,10630000,Area 1, ,"(37.787948, -122.411535)"
580-00750,-,0,Grey,SS,N,N,SFMTA,ON,0,75,NATOMA ST,9507000,Area 5,Downtown,"(37.787747, -122.398053)"
568-47190,-,0,Grey,SS,N,N,SFMTA,ON,0,4719,MISSION ST,9169000,Area 3, ,"(37.722658, -122.436214)"
568-47270,-,0,Yellow,SS,N,N,SFMTA,ON,0,4727,MISSION ST,9169000,Area 3, ,"(37.722474, -122.436353)"
568-47370,-,0,Grey,SS,N,N,SFMTA,ON,0,4737,MISSION ST,9170000,Area 3, ,"(37.72224, -122.43653)"
363-00170,-,0,Grey,SS,N,N,SFMTA,ON,0,17,COLUMBUS AVE,4286000,Area 5,Downtown,"(37.795864, -122.403938)"
470-06380,-,0,Grey,SS,Y,Y,SFMTA,ON,0,638,HOWARD ST,7036000,Area 5,Downtown,"(37.786133, -122.399207)"
606-16110,-,0,Grey,SS,N,N,SFMTA,ON,0,1611,PINE ST,10478000,Area 3, ,"(37.789265, -122.422758)"
606-16360,-,0,Grey,SS,N,N,SFMTA,ON,0,1636,PINE ST,10478000,Area 3, ,"(37.789322, -122.423377)"
614-11100,-,0,Grey,SS,N,N,SFMTA,ON,0,1110,POST ST,10640000,Area 3, ,"(37.78683, -122.420341)"
616-13020,-,0,Yellow,SS,N,N,SFMTA,ON,0,1302,POWELL ST,10691000,Area 3, ,"(37.796632, -122.410011)"
616-13270,-,0,Grey,SS,N,N,SFMTA,ON,0,1327,POWELL ST,10692000,Area 3, ,"(37.797127, -122.410288)"
422-08290,-,0,Grey,SS,N,N,SFMTA,ON,0,829,FRONT ST,5874000,Area 3, ,"(37.799529, -122.400115)"
445-00740,-,0,Grey,SS,N,N,SFMTA,ON,0,74,GREEN ST,6439000,Area 3, ,"(37.80063, -122.40055)"
464-00190,-,0,Grey,SS,Y,Y,SFMTA,ON,0,19,HAYES ST,6812000,Area 5,Civic Center,"(37.777552, -122.417251)"
464-01140,-,0,Grey,SS,Y,Y,SFMTA,ON,0,114,HAYES ST,6813000,Area 5,Civic Center,"(37.777498, -122.418648)"
464-01150,-,0,Grey,SS,Y,Y,SFMTA,ON,0,115,HAYES ST,6813000,Area 5,Civic Center,"(37.777377, -122.418626)"
464-01260,-,0,Grey,SS,Y,Y,SFMTA,ON,0,126,HAYES ST,6813000,Area 5,Civic Center,"(37.777457, -122.41897)"
666-12280,-,0,Green,SS,N,N,SFMTA,ON,0,1228,SUTTER ST,12330000,Area 3, ,"(37.787707, -122.420997)"
651-11240,-,0,Grey,SS,N,N,SFMTA,ON,0,1124,SANSOME ST,11557000,Area 3, ,"(37.801072, -122.402678)"
387-00220,-,0,Grey,SS,N,N,SFMTA,ON,0,22,DUNCAN ST,4997000,Area 3, ,"(37.746511, -122.420946)"
204-04200,-,0,Grey,SS,N,N,SFMTA,ON,0,420,04TH ST,260000,Area 5,South Embarcadero,"(37.780196, -122.399023)"
331-04920,-,0,Grey,SS,Y,Y,SFMTA,ON,0,492,BRYANT ST,3281000,Area 5,South Embarcadero,"(37.781581, -122.395669)"
418-06220,-,0,Green,SS,Y,Y,SFMTA,ON,0,622,FOLSOM ST,5660000,Area 5,South Embarcadero,"(37.78511, -122.397405)"
681-05030,-,0,Red,SS,N,N,SFMTA,ON,0,503,TAYLOR ST,12431000,Area 1, ,"(37.787081, -122.411629)"
593-00020,-,0,Yellow,SS,N,N,SFMTA,ON,0,2,OFARRELL ST,9720000,Area 5,Downtown,"(37.78686, -122.405008)"
463-01130,-,0,Grey,SS,Y,Y,SFMTA,ON,0,113,HAWTHORNE ST,6810000,Area 5,South Embarcadero,"(37.784335, -122.39731)"
614-10050,-,0,Grey,SS,N,N,SFMTA,ON,0,1005,POST ST,10639000,Area 3, ,"(37.786936, -122.418542)"
440-32220,-,0,Grey,SS,N,N,SFMTA,ON,0,3222,GEARY BLVD,6051201,Area 3, ,"(37.78175, -122.454048)"
490-14160,-,0,Grey,SS,N,N,SFMTA,ON,0,1416,IRVING ST,7292000,Area 3, ,"(37.763812, -122.473237)"
490-16080,-,0,Grey,SS,N,N,SFMTA,ON,0,1608,IRVING ST,7294000,Area 3, ,"(37.763717, -122.475416)"
490-16180,-,0,Grey,SS,N,N,SFMTA,ON,0,1618,IRVING ST,7294000,Area 3, ,"(37.763701, -122.475757)"
470-14110,-,0,Grey,SS,N,N,SFMTA,ON,0,1411,HOWARD ST,7056000,Area 3, ,"(37.773724, -122.414629)"
440-58140,-,0,Grey,SS,N,N,SFMTA,ON,0,5814,GEARY BLVD,6079201,Area 3, ,"(37.780351, -122.482082)"
440-58150,-,0,Grey,SS,N,N,SFMTA,ON,0,5815,GEARY BLVD,6079101,Area 3, ,"(37.78008, -122.482053)"
701-08300,-,0,Grey,SS,N,N,SFMTA,ON,0,830,VAN NESS AVE,13150202,Area 3, ,"(37.7837, -122.420818)"
701-11040,-,0,Yellow,SS,N,N,SFMTA,ON,0,1104,VAN NESS AVE,13153201,Area 3, ,"(37.785916, -122.421265)"
701-11270,-,0,Grey,SS,N,N,SFMTA,ON,0,1127,VAN NESS AVE,13153101,Area 3, ,"(37.786374, -122.421683)"
664-09150,-,0,Yellow,SS,N,N,SFMTA,ON,0,915,STOCKTON ST,12205000,Area 2, ,"(37.794505, -122.40808)"
568-11430,-,0,Grey,SS,N,N,SFMTA,ON,0,1143,MISSION ST,9101000,Area 2, ,"(37.778363, -122.411874)"
724-02280,-,0,Grey,SS,N,N,SFMTA,ON,0,228,WILLOW ST,13664000,Area 3, ,"(37.783257, -122.421959)"
400-02090,-,0,Grey,SS,N,N,SFMTA,ON,0,209,EDDY ST,5060000,Area 2, ,"(37.784031, -122.411371)"
400-03340,-,0,Grey,SS,N,N,SFMTA,ON,0,334,EDDY ST,5061002,Area 2, ,"(37.783856, -122.413736)"
470-08590,-,0,Grey,SS,N,N,SFMTA,ON,0,859,HOWARD ST,7039001,Area 5,Downtown,"(37.782109, -122.404013)"
470-08890,-,0,Grey,SS,N,N,SFMTA,ON,0,889,HOWARD ST,7039001,Area 5,Downtown,"(37.781655, -122.404589)"
350-15250,-,0,Grey,SS,N,N,SFMTA,ON,0,1525,CALIFORNIA ST,3548000,Area 3, ,"(37.790613, -122.419745)"
350-15310,-,0,Grey,SS,N,N,SFMTA,ON,0,1531,CALIFORNIA ST,3548000,Area 3, ,"(37.790592, -122.419909)"
415-17170,-,0,Grey,SS,Y,Y,SFMTA,ON,0,1717,FILLMORE ST,5548000,Area 5,Fillmore,"(37.785613, -122.433244)"
440-37080,-,0,Grey,SS,N,Y,SFMTA,ON,0,3708,GEARY BLVD,6057201,Area 3, ,"(37.781383, -122.45925)"
350-15550,-,0,Green,SS,N,N,SFMTA,ON,0,1555,CALIFORNIA ST,3548000,Area 3, ,"(37.790528, -122.420413)"
304-02160,-,0,Grey,SS,N,N,SFMTA,ON,0,216,AUSTIN ST,5792000,Area 3, ,"(37.78889, -122.42279)"
224-29120,-,0,Yellow,SS,N,N,SFMTA,ON,0,2912,24TH ST,1334000,Area 3, ,"(37.752763, -122.410574)"
224-29610,-,0,Grey,SS,N,N,SFMTA,ON,0,2961,24TH ST,1335000,Area 3, ,"(37.752603, -122.4114)"
384-03080,-,0,Yellow,SS,N,N,SFMTA,ON,0,308,DIVISADERO ST,4800201,Area 3, ,"(37.772553, -122.437193)"
422-00150,-,0,Yellow,SS,N,Y,SFMTA,ON,0,15,FRONT ST,5867000,Area 5,Downtown,"(37.792219, -122.398628)"
328-02440,-,0,Grey,SS,N,N,SFMTA,ON,0,244,BEALE ST,2865000,Area 5,Downtown,"(37.788865, -122.393102)"
470-00540,-,0,Grey,SS,Y,Y,SFMTA,ON,0,54,HOWARD ST,7028000,Area 5,Downtown,"(37.791877, -122.391916)"
470-00590,-,0,Grey,SS,Y,Y,SFMTA,ON,0,59,HOWARD ST,7028000,Area 5,Downtown,"(37.791692, -122.391878)"
470-00720,-,0,Grey,SS,Y,Y,SFMTA,ON,0,72,HOWARD ST,7028000,Area 5,Downtown,"(37.791521, -122.392362)"
470-08430,-,0,Grey,SS,N,N,SFMTA,ON,0,843,HOWARD ST,7039001,Area 5,Downtown,"(37.782353, -122.403705)"
470-08870,-,0,Grey,SS,N,N,SFMTA,ON,0,887,HOWARD ST,7039001,Area 5,Downtown,"(37.781693, -122.40454)"
363-01200,-,0,Grey,SS,N,N,SFMTA,ON,0,120,COLUMBUS AVE,4288000,Area 2, ,"(37.79668, -122.4048)"
680-10230,-,0,Grey,SS,N,N,SFMTA,ON,0,1023,TARAVAL ST,12396000,Area 3, ,"(37.742885, -122.477567)"
568-11460,-,0,Grey,SS,N,N,SFMTA,ON,0,1146,MISSION ST,9101000,Area 2, ,"(37.778385, -122.412104)"
568-11530,-,0,Grey,SS,N,N,SFMTA,ON,0,1153,MISSION ST,9101000,Area 2, ,"(37.778203, -122.412077)"
400-04210,-,0,Grey,SS,N,N,SFMTA,ON,0,421,EDDY ST,5062000,Area 2, ,"(37.783574, -122.414941)"
401-03120,-,0,Yellow,SS,N,N,SFMTA,ON,0,312,ELLIS ST,5173000,Area 2, ,"(37.785072, -122.411665)"
401-03370,-,0,Grey,SS,N,N,SFMTA,ON,0,337,ELLIS ST,5173000,Area 2, ,"(37.784859, -122.412364)"
363-02110,-,0,Grey,SS,N,N,SFMTA,ON,0,211,COLUMBUS AVE,4290000,Area 2, ,"(37.797299, -122.406016)"
444-10110,-,0,Grey,SS,N,N,SFMTA,ON,0,1011,GRANT AVE,6397000,Area 2, ,"(37.796474, -122.406784)"
444-10150,-,0,Grey,SS,N,N,SFMTA,ON,0,1015,GRANT AVE,6397000,Area 2, ,"(37.79658, -122.406805)"
680-07010,-,0,Grey,SS,N,N,SFMTA,ON,0,701,TARAVAL ST,12393000,Area 3, ,"(37.743055, -122.473702)"
680-07160,-,0,Grey,SS,N,N,SFMTA,ON,0,716,TARAVAL ST,12393000,Area 3, ,"(37.743194, -122.474287)"
680-07250,-,0,Green,SS,N,N,SFMTA,ON,0,725,TARAVAL ST,12393000,Area 3, ,"(37.743023, -122.474418)"
442-00160,-,0,Grey,SS,N,N,SFMTA,ON,0,16,GOLDEN GATE AVE,6259000,Area 2, ,"(37.782279, -122.411136)"
700-16360,-,0,Grey,SS,N,N,SFMTA,ON,0,1636,VALENCIA ST,13076000,Area 3, ,"(37.747151, -122.420294)"
700-00090,-,0,Grey,SS,N,N,SFMTA,ON,0,9,VALENCIA ST,13052101,Area 3, ,"(37.772166, -122.422472)"
470-09500,-,0,Grey,SS,N,N,SFMTA,ON,0,950,HOWARD ST,7042000,Area 2, ,"(37.780634, -122.406168)"
442-02030,-,0,Grey,SS,N,N,SFMTA,ON,0,203,GOLDEN GATE AVE,6261000,Area 2, ,"(37.781769, -122.414065)"
336-15380,-,0,Grey,SS,N,N,SFMTA,ON,0,1538,BUSH ST,3445000,Area 3, ,"(37.788398, -122.423203)"
336-15400,-,0,Green,SS,N,N,SFMTA,ON,0,1540,BUSH ST,3445000,Area 3, ,"(37.788387, -122.423282)"
384-05180,-,0,Green,SS,N,N,SFMTA,ON,0,518,DIVISADERO ST,4802201,Area 3, ,"(37.774636, -122.437617)"
614-18110,-,0,Grey,SS,Y,Y,SFMTA,ON,0,1811,POST ST,10646000,Area 5,Fillmore,"(37.78524, -122.431886)"
549-24010,-,0,Green,SS,Y,Y,SFMTA,ON,0,2401,LOMBARD ST,8463101,Area 5,Marina,"(37.799089, -122.441096)"
581-25260,-,0,Grey,SS,N,N,SFMTA,ON,0,2526,NORIEGA ST,9666000,Area 3, ,"(37.753698, -122.491011)"
581-25380,-,0,Grey,SS,N,N,SFMTA,ON,0,2538,NORIEGA ST,9666000,Area 3, ,"(37.753687, -122.491266)"
613-07020,-,0,Grey,SS,N,N,SFMTA,ON,0,702,PORTOLA DR,10616101,Area 3, ,"(37.744411, -122.453435)"
613-07190,-,0,Grey,SS,N,N,SFMTA,ON,0,719,PORTOLA DR,10616101,Area 3, ,"(37.744151, -122.453456)"
613-07290,-,0,Grey,SS,N,N,SFMTA,ON,0,729,PORTOLA DR,10616101,Area 3, ,"(37.744068, -122.453553)"
330-09530,-,0,Grey,SS,N,N,SFMTA,ON,0,953,BRANNAN ST,3089000,Area 3, ,"(37.770214, -122.40664)"
440-06170,-,0,Grey,SS,N,N,SFMTA,ON,0,617,GEARY ST,6114000,Area 3, ,"(37.786585, -122.413837)"
440-06090,-,0,Grey,SS,N,N,SFMTA,ON,0,609,GEARY ST,6114000,Area 3, ,"(37.78661, -122.413644)"
133-17960,-,0,Grey,SS,N,N,SFMTA,ON,0,1796,33RD AVE,1731000,Area 3, ,"(37.753848, -122.491425)"
664-11192,664-11190,2,Yellow,MS,N,N,SFMTA,ON,0,1115,STOCKTON ST,12207000,Area 2, ,"(37.796182, -122.408411)"
691-00340,-,0,Yellow,SS,N,N,SFMTA,ON,0,34,UNION ST,12832000,Area 3, ,"(37.801497, -122.401184)"
321-32100,-,0,Grey,SS,N,N,SFMTA,ON,0,3210,BALBOA ST,2678000,Area 3, ,"(37.775959, -122.493495)"
321-32170,-,0,Grey,SS,N,N,SFMTA,ON,0,3217,BALBOA ST,2678000,Area 3, ,"(37.775813, -122.49368)"
360-11320,-,0,Grey,SS,N,N,SFMTA,ON,0,1132,CLEMENT ST,4161000,Area 3, ,"(37.782691, -122.471609)"
360-21210,-,0,Green,SS,N,N,SFMTA,ON,0,2121,CLEMENT ST,4172000,Area 3, ,"(37.782054, -122.48252)"
360-21260,-,0,Green,SS,N,N,SFMTA,ON,0,2126,CLEMENT ST,4172000,Area 3, ,"(37.782201, -122.482319)"
826-06590,826-06003,59,Grey,MS,N,Y,PORT,ON,0,659,DELANCEY ST,117000,Port 10, ,"(37.783076, -122.389021)"
104-02880,-,0,Grey,SS,N,Y,SFMTA,ON,0,288,04TH AVE,240000,Area 3, ,"(37.7834, -122.462237)"
219-41040,-,0,Grey,SS,N,N,SFMTA,ON,0,4104,19TH ST,985000,Area 3, ,"(37.759315, -122.435198)"
352-04420,-,0,Green,SS,N,N,SFMTA,ON,0,442,CASTRO ST,3790000,Area 3, ,"(37.761153, -122.435125)"
106-02890,-,0,Green,SS,N,N,SFMTA,ON,0,289,06TH AVE,315000,Area 3, ,"(37.783275, -122.464516)"
360-19050,-,0,Green,SS,N,N,SFMTA,ON,0,1905,CLEMENT ST,4170000,Area 3, ,"(37.782182, -122.479789)"
360-20110,-,0,Grey,SS,N,N,SFMTA,ON,0,2011,CLEMENT ST,4171000,Area 3, ,"(37.782124, -122.481057)"
360-20120,-,0,Grey,SS,N,N,SFMTA,ON,0,2012,CLEMENT ST,4171000,Area 3, ,"(37.782263, -122.481013)"
360-20250,-,0,Grey,SS,N,N,SFMTA,ON,0,2025,CLEMENT ST,4171000,Area 3, ,"(37.782105, -122.48147)"
831-07180,831-07002,18,Grey,MS,N,Y,PORT,ON,0,718,KING ST,7831101,Port 9, ,"(37.781246, -122.388562)"
360-01310,-,0,Grey,SS,N,Y,SFMTA,ON,0,131,CLEMENT ST,4151000,Area 3, ,"(37.783036, -122.460894)"
360-02050,-,0,Grey,SS,N,Y,SFMTA,ON,0,205,CLEMENT ST,4152000,Area 3, ,"(37.78301, -122.461457)"
128-04650,-,0,Grey,SS,N,N,SFMTA,ON,0,465,28TH AVE,1578000,Area 3, ,"(37.780174, -122.488031)"
830-05580,-,0,Black,SS,Y,N,PORT,ON,0,558,EMBARCADERO NORTH,12556102,PortMC1, ,"(37.800921, -122.399407)"
360-04150,-,0,Grey,SS,N,Y,SFMTA,ON,0,415,CLEMENT ST,4154000,Area 3, ,"(37.782903, -122.463779)"
119-03980,-,0,Grey,SS,N,N,SFMTA,ON,0,398,19TH AVE,904000,Area 3, ,"(37.780622, -122.478252)"
120-03930,-,0,Green,SS,N,N,SFMTA,ON,0,393,20TH AVE,1000000,Area 3, ,"(37.780629, -122.479467)"
847-01450,-,0,Grey,SS,Y,Y,PORT,ON,0,145,JEFFERSON ST,7456000,Port 1, ,"(37.808252, -122.415064)"
847-02310,-,0,Grey,SS,Y,Y,PORT,ON,0,231,JEFFERSON ST,7457000,Port 1, ,"(37.808017, -122.416975)"
350-05200,-,0,Red,SS,N,N,SFMTA,ON,0,520,CALIFORNIA ST,3530000,Area 5,Downtown,"(37.792831, -122.40349)"
350-06130,-,0,Grey,SS,N,N,SFMTA,ON,0,613,CALIFORNIA ST,3532000,Area 5,Downtown,"(37.792494, -122.404909)"
551-00390,-,0,Grey,SS,Y,N,SFMTA,ON,0,39,LAPU-LAPU ST,8116000,Area 5,South Embarcadero,"(37.781988, -122.398488)"
671-01030,671-01001,3,Grey,MS,Y,Y,SFMTA,ON,0,103,SOUTH PARK,12010000,Area 5,South Embarcadero,"(37.780958, -122.394604)"
340-00348,-,0,Grey,SS,Y,N,SFMTA,ON,0,34,BLUXOME ST,2993000,Area 5,South Embarcadero,"(37.776917, -122.396879)"
330-09100,-,0,Grey,SS,N,N,SFMTA,ON,0,910,BRANNAN ST,3089000,Area 3, ,"(37.771068, -122.405868)"
330-09540,-,0,Grey,SS,N,N,SFMTA,ON,0,954,BRANNAN ST,3089000,Area 3, ,"(37.770325, -122.406811)"
700-09490,-,0,Grey,SS,Y,Y,SFMTA,ON,0,949,VALENCIA ST,13068000,Area 5,Mission,"(37.757286, -122.421047)"
700-10060,-,0,Grey,SS,Y,Y,SFMTA,ON,0,1006,VALENCIA ST,13069000,Area 5,Mission,"(37.756736, -122.421211)"
464-03050,-,0,Grey,SS,Y,Y,SFMTA,ON,0,305,HAYES ST,6815000,Area 5,Civic Center,"(37.776994, -122.421624)"
680-17210,-,0,Grey,SS,N,N,SFMTA,ON,0,1721,TARAVAL ST,12403000,Area 3, ,"(37.742558, -122.485003)"
680-09180,-,0,Grey,SS,N,N,SFMTA,ON,0,918,TARAVAL ST,12395000,Area 3, ,"(37.7431, -122.476438)"
470-11530,-,0,Grey,SS,N,N,SFMTA,ON,0,1153,HOWARD ST,7049000,Area 2, ,"(37.776954, -122.410536)"
680-10180,-,0,Grey,SS,N,N,SFMTA,ON,0,1018,TARAVAL ST,12396000,Area 3, ,"(37.743054, -122.477469)"
680-12110,-,0,Yellow,SS,N,N,SFMTA,ON,0,1211,TARAVAL ST,12398000,Area 3, ,"(37.742805, -122.479394)"
568-11760,-,0,Grey,SS,N,N,SFMTA,ON,0,1176,MISSION ST,9102000,Area 2, ,"(37.777929, -122.412682)"
680-07120,-,0,Grey,SS,N,N,SFMTA,ON,0,712,TARAVAL ST,12393000,Area 3, ,"(37.743201, -122.474135)"
680-08190,-,0,Green,SS,N,N,SFMTA,ON,0,819,TARAVAL ST,12394000,Area 3, ,"(37.742983, -122.475338)"
470-09230,-,0,Grey,SS,N,N,SFMTA,ON,0,923,HOWARD ST,7041000,Area 2, ,"(37.780913, -122.405527)"
730-11950,-,0,Grey,SS,N,N,SFMTA,ON,0,1195,YORK ST,13772000,Area 3, ,"(37.753056, -122.408156)"
683-08600,-,0,Grey,SS,N,N,SFMTA,ON,0,860,THORNTON AVE,12586000,Area 3, ,"(37.730422, -122.404566)"
