POST_ID,MS_ID,MS_SPACEID,CAP_COLOR,METER_TYPE,SMART_METE,ACTIVESENS,JURISDICTI,ON_OFF_STR,OSP_ID,STREET_NUM,STREETNAME,STREET_SEG,RATEAREA,SFPARKAREA,LOCATION
666-03130,-,0,Red,SS,N,N,SFMTA,ON,0,313,SUTTER ST,12321000,Area 5,Downtown,"(37.789504, -122.405902)"
666-04210,-,0,Yellow,SS,N,N,SFMTA,ON,0,421,SUTTER ST,12322000,Area 5,Downtown,"(37.789268, -122.40777)"
720-06030,-,0,Grey,SS,N,N,SFMTA,ON,0,603,WASHINGTON ST,13410000,Area 5,Downtown,"(37.795448, -122.403575)"
720-06170,-,0,Yellow,SS,N,N,SFMTA,ON,0,617,WASHINGTON ST,13410000,Area 5,Downtown,"(37.795386, -122.404038)"
400-04040,-,0,Grey,SS,N,N,SFMTA,ON,0,404,EDDY ST,5062000,Area 2, ,"(37.783758, -122.414466)"
680-07040,-,0,Grey,SS,N,N,SFMTA,ON,0,704,TARAVAL ST,12393000,Area 3, ,"(37.743214, -122.473831)"
683-08500,-,0,Grey,SS,N,N,SFMTA,ON,0,850,THORNTON AVE,12586000,Area 3, ,"(37.730463, -122.404405)"
700-05140,-,0,Grey,SS,Y,Y,SFMTA,ON,0,514,VALENCIA ST,13060000,Area 5,Mission,"(37.764505, -122.421955)"
684-04093,684-04090,3,Grey,MS,Y,N,SFMTA,ON,0,409,TOWNSEND ST,12664000,Area 3, ,"(37.77506, -122.397348)"
544-02060,-,0,Grey,SS,N,N,SFMTA,ON,0,206,LARCH ST,8118000,Area 5,Civic Center,"(37.782401, -122.421171)"
725-00060,-,0,Green,SS,N,Y,SFMTA,ON,0,6,WEST PORTAL AVE,13577201,Area 3, ,"(37.740742, -122.466108)"
444-12110,-,0,Grey,SS,N,N,SFMTA,ON,0,1211,GRANT AVE,6402000,Area 3, ,"(37.798674, -122.407237)"
563-05120,-,0,Grey,SS,Y,Y,SFMTA,ON,0,512,MCALLISTER ST,8895000,Area 5,Civic Center,"(37.780074, -122.420934)"
686-07060,-,0,Green,SS,N,N,SFMTA,ON,0,706,TURK ST,12724000,Area 5,Civic Center,"(37.781967, -122.421081)"
204-04280,-,0,Grey,SS,N,N,SFMTA,ON,0,428,04TH ST,260000,Area 5,South Embarcadero,"(37.780022, -122.398804)"
331-03700,-,0,Grey,SS,Y,Y,SFMTA,ON,0,370,BRYANT ST,3279000,Area 5,South Embarcadero,"(37.783579, -122.393108)"
331-03770,-,0,Grey,SS,Y,Y,SFMTA,ON,0,377,BRYANT ST,3279000,Area 5,South Embarcadero,"(37.783431, -122.393038)"
331-03790,-,0,Grey,SS,Y,Y,SFMTA,ON,0,379,BRYANT ST,3279000,Area 5,South Embarcadero,"(37.783316, -122.393183)"
684-00710,-,0,Grey,SS,Y,Y,SFMTA,ON,0,71,TOWNSEND ST,12655000,Area 5,South Embarcadero,"(37.780919, -122.38998)"
420-01550,-,0,Grey,SS,N,N,SFMTA,ON,0,155,FREMONT ST,5862000,Area 5,Downtown,"(37.789468, -122.395319)"
681-04190,-,0,Red,SS,N,N,SFMTA,ON,0,419,TAYLOR ST,12430000,Area 1, ,"(37.786582, -122.411528)"
592-27270,-,0,Grey,SS,N,Y,SFMTA,ON,0,2727,OCTAVIA ST,9899000,Area 3, ,"(37.797715, -122.42894)"
593-00060,-,0,Yellow,SS,N,N,SFMTA,ON,0,6,OFARRELL ST,9720000,Area 5,Downtown,"(37.786843, -122.405147)"
593-01180,-,0,Red,SS,N,N,SFMTA,ON,0,118,OFARRELL ST,9722000,Area 5,Downtown,"(37.78661, -122.406994)"
570-01200,-,0,Yellow,SS,N,Y,SFMTA,ON,0,120,MINNA ST,9040000,Area 5,Downtown,"(37.78717, -122.399825)"
570-01480,-,0,Yellow,SS,N,Y,SFMTA,ON,0,148,MINNA ST,9041000,Area 5,Downtown,"(37.786868, -122.400206)"
582-00250,-,0,Red,SS,N,Y,SFMTA,ON,0,25,NEW MONTGOMERY ST,9541000,Area 5,Downtown,"(37.788116, -122.40121)"
471-06520,-,0,Grey,SS,N,Y,SFMTA,ON,0,652,HARRISON ST,6716000,Area 5,South Embarcadero,"(37.783244, -122.396665)"
562-05210,-,0,Red,SS,N,N,SFMTA,ON,0,521,MASON ST,8806000,Area 1, ,"(37.788657, -122.410238)"
562-06020,-,0,Grey,SS,N,N,SFMTA,ON,0,602,MASON ST,8807000,Area 1, ,"(37.789138, -122.4102)"
585-04180,-,0,Grey,SS,Y,Y,SFMTA,ON,0,418,NORTH POINT ST,9690000,Area 5,Fisherman's Wharf,"(37.806532, -122.414494)"
585-04310,-,0,Grey,SS,Y,Y,SFMTA,ON,0,431,NORTH POINT ST,9690000,Area 5,Fisherman's Wharf,"(37.806356, -122.414802)"
500-05060,-,0,Grey,SS,N,N,SFMTA,ON,0,506,JACKSON ST,7367000,Area 5,Downtown,"(37.796422, -122.40378)"
369-00280,-,0,Yellow,SS,N,N,SFMTA,ON,0,28,CAMPTON PL,3649000,Area 5,Downtown,"(37.789091, -122.40625)"
205-05040,-,0,Grey,SS,Y,N,SFMTA,ON,0,504,05TH ST,304000,Area 5,South Embarcadero,"(37.777578, -122.400173)"
471-08590,-,0,Grey,SS,Y,N,SFMTA,ON,0,859,HARRISON ST,6719000,Area 5,South Embarcadero,"(37.779351, -122.40128)"
401-02440,-,0,Red,SS,N,N,SFMTA,ON,0,244,ELLIS ST,5172000,Area 1, ,"(37.785151, -122.411028)"
330-02770,-,0,Grey,SS,Y,Y,SFMTA,ON,0,277,BRANNAN ST,3073000,Area 5,South Embarcadero,"(37.782304, -122.391337)"
490-22050,-,0,Grey,SS,N,N,SFMTA,ON,0,2205,IRVING ST,7300000,Area 3, ,"(37.763297, -122.481631)"
440-26060,-,0,Grey,SS,N,N,SFMTA,ON,0,2606,GEARY BLVD,6047201,Area 3, ,"(37.782588, -122.447531)"
490-24390,-,0,Grey,SS,N,N,SFMTA,ON,0,2439,IRVING ST,7302000,Area 3, ,"(37.76317, -122.48445)"
666-11440,-,0,Grey,SS,N,N,SFMTA,ON,0,1144,SUTTER ST,12329000,Area 3, ,"(37.787882, -122.419618)"
470-14160,-,0,Yellow,SS,N,N,SFMTA,ON,0,1416,HOWARD ST,7056000,Area 3, ,"(37.773746, -122.414888)"
411-03330,411-03003,33,Grey,MS,Y,Y,SFMTA,ON,0,333,FELL ST,5442000,Area 5,Civic Center,"(37.775723, -122.424036)"
443-08040,443-08002,4,Green,MS,Y,N,SFMTA,ON,0,804,GOUGH ST,6325000,Area 5,Civic Center,"(37.780757, -122.423675)"
619-00190,619-00001,19,Grey,MS,Y,N,SFMTA,ON,0,19,PETER YORKE WAY,10384000,Area 3, ,"(37.78583, -122.42392)"
411-11360,-,0,Grey,SS,N,N,SFMTA,ON,0,1136,FELL ST,5450000,Area 3, ,"(37.774164, -122.437323)"
462-05140,-,0,Yellow,SS,N,N,SFMTA,ON,0,514,HAIGHT ST,6608000,Area 3, ,"(37.772095, -122.431029)"
442-05370,-,0,Grey,SS,N,N,SFMTA,ON,0,537,GOLDEN GATE AVE,6265000,Area 5,Civic Center,"(37.781022, -122.419978)"
612-09090,-,0,Grey,SS,N,N,SFMTA,ON,0,909,POLK ST,10559000,Area 3, ,"(37.78526, -122.419697)"
700-08200,-,0,Grey,SS,Y,Y,SFMTA,ON,0,820,VALENCIA ST,13065000,Area 5,Mission,"(37.759526, -122.421479)"
612-06280,-,0,Grey,SS,N,N,SFMTA,ON,0,628,POLK ST,10554000,Area 5,Civic Center,"(37.782936, -122.419056)"
700-10090,-,0,Grey,SS,Y,Y,SFMTA,ON,0,1009,VALENCIA ST,13069000,Area 5,Mission,"(37.756627, -122.420984)"
441-09690,-,0,Grey,SS,N,N,SFMTA,ON,0,969,GENEVA AVE,6139101,Area 3, ,"(37.715879, -122.439634)"
462-04030,-,0,Grey,SS,N,N,SFMTA,ON,0,403,HAIGHT ST,6607000,Area 3, ,"(37.772233, -122.428965)"
472-03120,-,0,Grey,SS,N,N,SFMTA,ON,0,312,HYDE ST,7117000,Area 3, ,"(37.783861, -122.41587)"
402-01420,-,0,Grey,SS,N,N,SFMTA,ON,0,142,ELM ST,5202000,Area 5,Civic Center,"(37.781554, -122.420316)"
650-07350,-,0,Yellow,SS,N,N,SFMTA,ON,0,735,SACRAMENTO ST,11228000,Area 5,Downtown,"(37.793378, -122.405763)"
700-05070,-,0,Red,SS,Y,Y,SFMTA,ON,0,507,VALENCIA ST,13060000,Area 5,Mission,"(37.76472, -122.421759)"
568-18200,-,0,Grey,SS,N,N,SFMTA,ON,0,1820,MISSION ST,9114000,Area 3, ,"(37.767585, -122.420004)"
568-16550,-,0,Grey,SS,N,N,SFMTA,ON,0,1655,MISSION ST,9110000,Area 3, ,"(37.771229, -122.419466)"
501-01420,-,0,Yellow,SS,N,N,SFMTA,ON,0,142,JESSIE ST,7518000,Area 5,Downtown,"(37.787536, -122.401554)"
420-00530,-,0,Yellow,SS,N,Y,SFMTA,ON,0,53,FREMONT ST,5860000,Area 5,Downtown,"(37.790802, -122.39699)"
440-54090,-,0,Yellow,SS,N,N,SFMTA,ON,0,5409,GEARY BLVD,6075101,Area 3, ,"(37.780285, -122.477533)"
419-14060,-,0,Grey,SS,N,N,SFMTA,ON,0,1406,FRANKLIN ST,5821000,Area 3, ,"(37.787613, -122.42337)"
490-25140,-,0,Grey,SS,N,N,SFMTA,ON,0,2514,IRVING ST,7303000,Area 3, ,"(37.763275, -122.485202)"
385-00310,-,0,Grey,SS,N,N,SFMTA,ON,0,31,DOLORES ST,4861102,Area 3, ,"(37.768078, -122.426582)"
614-10220,-,0,Green,SS,N,N,SFMTA,ON,0,1022,POST ST,10639000,Area 3, ,"(37.787004, -122.419079)"
444-04130,-,0,Grey,SS,N,N,SFMTA,ON,0,413,GRANT AVE,6389000,Area 5,Downtown,"(37.791024, -122.405687)"
593-06420,-,0,Grey,SS,N,N,SFMTA,ON,0,642,OFARRELL ST,9732000,Area 3, ,"(37.785456, -122.416086)"
563-02260,563-02002,26,Grey,MS,Y,N,SFMTA,ON,0,226,MCALLISTER ST,8892000,Area 5,Civic Center,"(37.780643, -122.416399)"
563-04160,-,0,Grey,SS,Y,Y,SFMTA,ON,0,416,MCALLISTER ST,8894000,Area 5,Civic Center,"(37.780273, -122.419374)"
411-00130,411-00001,13,Yellow,MS,Y,Y,SFMTA,ON,0,13,FELL ST,5439000,Area 5,Civic Center,"(37.776446, -122.418363)"
722-29060,-,0,Grey,SS,N,Y,SFMTA,ON,0,2906,WEBSTER ST,13555000,Area 3, ,"(37.797577, -122.433835)"
722-29080,-,0,Grey,SS,N,Y,SFMTA,ON,0,2908,WEBSTER ST,13555000,Area 3, ,"(37.797634, -122.433847)"
691-18230,-,0,Grey,SS,N,Y,SFMTA,ON,0,1823,UNION ST,12867000,Area 3, ,"(37.797764, -122.429696)"
464-00150,-,0,Yellow,SS,Y,Y,SFMTA,ON,0,15,HAYES ST,6812000,Area 5,Civic Center,"(37.777571, -122.417102)"
464-01190,-,0,Grey,SS,Y,Y,SFMTA,ON,0,119,HAYES ST,6813000,Area 5,Civic Center,"(37.777361, -122.41875)"
400-01170,-,0,Red,SS,N,N,SFMTA,ON,0,117,EDDY ST,5059000,Area 1, ,"(37.784202, -122.409993)"
218-33240,-,0,Grey,SS,N,N,SFMTA,ON,0,3324,18TH ST,876000,Area 5,Mission,"(37.761964, -122.418151)"
418-07670,-,0,Grey,SS,N,N,SFMTA,ON,0,767,FOLSOM ST,5663000,Area 5,South Embarcadero,"(37.782279, -122.400683)"
471-07340,-,0,Grey,SS,N,N,SFMTA,ON,0,734,HARRISON ST,6718000,Area 5,South Embarcadero,"(37.781756, -122.39855)"
471-07440,-,0,Grey,SS,N,N,SFMTA,ON,0,744,HARRISON ST,6718000,Area 5,South Embarcadero,"(37.781613, -122.398732)"
470-06110,-,0,Grey,SS,Y,Y,SFMTA,ON,0,611,HOWARD ST,7035000,Area 5,Downtown,"(37.786471, -122.398493)"
202-01041,202-01040,1,Grey,MS,N,Y,SFMTA,ON,0,104,02ND ST,132000,Area 5,Downtown,"(37.787775, -122.399629)"
400-01290,-,0,Grey,SS,N,N,SFMTA,ON,0,129,EDDY ST,5059000,Area 1, ,"(37.784169, -122.410253)"
400-01160,-,0,Grey,SS,N,N,SFMTA,ON,0,116,EDDY ST,5059000,Area 1, ,"(37.784334, -122.409933)"
614-22100,-,0,Grey,SS,N,N,SFMTA,ON,0,2210,POST ST,10651000,Area 3, ,"(37.784539, -122.438492)"
368-01250,-,0,Yellow,SS,N,N,SFMTA,ON,0,125,CYRIL MAGNIN ST,4571000,Area 1, ,"(37.786155, -122.408981)"
593-04090,-,0,Grey,SS,N,N,SFMTA,ON,0,409,OFARRELL ST,9727000,Area 2, ,"(37.785899, -122.411772)"
443-00070,-,0,Grey,SS,N,N,SFMTA,ON,0,7,GOUGH ST,6307000,Area 3, ,"(37.771954, -122.420731)"
593-05110,-,0,Red,SS,N,N,SFMTA,ON,0,511,OFARRELL ST,9729000,Area 3, ,"(37.785687, -122.413416)"
593-06380,-,0,Grey,SS,N,N,SFMTA,ON,0,638,OFARRELL ST,9732000,Area 3, ,"(37.785473, -122.415951)"
350-32300,-,0,Black,SS,N,N,SFMTA,ON,0,3230,CALIFORNIA ST,3566000,MC3, ,"(37.787169, -122.448166)"
593-06010,-,0,Grey,SS,N,N,SFMTA,ON,0,601,OFARRELL ST,9730000,Area 3, ,"(37.78552, -122.414762)"
340-00440,-,0,Grey,SS,Y,N,SFMTA,ON,0,44,BLUXOME ST,2993000,Area 5,South Embarcadero,"(37.776882, -122.396923)"
568-09230,-,0,Grey,SS,N,N,SFMTA,ON,0,923,MISSION ST,9098000,Area 2, ,"(37.782131, -122.407103)"
671-00020,671-00002,2,Grey,MS,Y,Y,SFMTA,ON,0,2,SOUTH PARK,12008000,Area 5,South Embarcadero,"(37.78243, -122.393025)"
684-03304,684-03300,4,Grey,MS,Y,N,SFMTA,ON,0,330,TOWNSEND ST,12663000,Area 5,South Embarcadero,"(37.776559, -122.395839)"
321-05110,-,0,Grey,SS,N,N,SFMTA,ON,0,511,BALBOA ST,2650000,Area 3, ,"(37.777144, -122.464467)"
339-01280,-,0,Grey,SS,Y,Y,SFMTA,ON,0,128,BERRY ST,2953000,Area 5,South Embarcadero,"(37.77697, -122.391969)"
339-01060,-,0,Grey,SS,Y,Y,SFMTA,ON,0,106,BERRY ST,2953000,Area 5,South Embarcadero,"(37.77739, -122.391436)"
340-00370,-,0,Grey,SS,Y,N,SFMTA,ON,0,37,BLUXOME ST,2993000,Area 5,South Embarcadero,"(37.777244, -122.396199)"
339-01830,-,0,Grey,SS,Y,Y,SFMTA,ON,0,183,BERRY ST,2953000,Area 5,South Embarcadero,"(37.775939, -122.393019)"
471-08740,-,0,Grey,SS,Y,N,SFMTA,ON,0,874,HARRISON ST,6719000,Area 5,South Embarcadero,"(37.779268, -122.401712)"
369-00200,-,0,Yellow,SS,N,N,SFMTA,ON,0,20,CAMPTON PL,3649000,Area 5,Downtown,"(37.789119, -122.406036)"
470-08165,470-08160,5,Grey,MS,N,N,SFMTA,ON,0,824,HOWARD ST,7039001,Area 5,Downtown,"(37.782777, -122.403456)"
563-03100,563-03002,10,Black,MS,Y,N,SFMTA,ON,0,310,MCALLISTER ST,8893000,MC5,Civic Center,"(37.780517, -122.417454)"
902-00490,-,0,Grey,SS,Y,Y,SFMTA,OFF,902,2450,CALIFORNIA ST,3558000,Area 5,Fillmore,"(37.789112, -122.434778)"
831-05260,831-05004,26,Grey,MS,N,Y,PORT,ON,0,526,EMBARCADERO SOUTH,12548101,Port 9, ,"(37.78627, -122.388138)"
103-03120,-,0,Grey,SS,N,Y,SFMTA,ON,0,312,03RD AVE,154000,Area 3, ,"(37.782845, -122.461121)"
352-04440,-,0,Grey,SS,N,N,SFMTA,ON,0,444,CASTRO ST,3790000,Area 3, ,"(37.761081, -122.435118)"
115-03970,-,0,Green,SS,N,N,SFMTA,ON,0,397,15TH AVE,608000,Area 3, ,"(37.780774, -122.474054)"
336-03310,-,0,Yellow,SS,N,Y,SFMTA,ON,0,331,BUSH ST,3425000,Area 5,Downtown,"(37.790792, -122.403336)"
685-10930,-,0,Grey,SS,N,N,SFMTA,ON,0,1093,TREAT AVE,12689000,Area 3, ,"(37.752825, -122.412963)"
720-06290,-,0,Grey,SS,N,N,SFMTA,ON,0,629,WASHINGTON ST,13410000,Area 5,Downtown,"(37.795323, -122.404514)"
364-05250,-,0,Yellow,SS,N,Y,SFMTA,ON,0,525,COMMERCIAL ST,4313000,Area 5,Downtown,"(37.794248, -122.40255)"
614-03280,-,0,Red,SS,N,N,SFMTA,ON,0,328,POST ST,10628000,Area 5,Downtown,"(37.788404, -122.407945)"
420-03540,-,0,Grey,SS,N,N,SFMTA,ON,0,354,FREMONT ST,5864000,Area 5,South Embarcadero,"(37.786811, -122.392262)"
471-04040,-,0,Yellow,SS,N,N,SFMTA,ON,0,404,HARRISON ST,6711000,Area 5,South Embarcadero,"(37.786693, -122.392304)"
568-06170,-,0,Grey,SS,Y,Y,SFMTA,ON,0,617,MISSION ST,9092000,Area 5,Downtown,"(37.787615, -122.400158)"
201-00420,-,0,Yellow,SS,N,Y,SFMTA,ON,0,42,01ST ST,102000,Area 5,Downtown,"(37.790047, -122.398045)"
616-04120,-,0,Grey,SS,N,N,SFMTA,ON,0,412,POWELL ST,10679000,Area 5,Downtown,"(37.788764, -122.408436)"
415-32110,-,0,Green,SS,N,Y,SFMTA,ON,0,3211,FILLMORE ST,5565000,Area 5,Marina,"(37.799311, -122.436007)"
440-40080,-,0,Grey,SS,N,Y,SFMTA,ON,0,4008,GEARY BLVD,6060201,Area 3, ,"(37.781234, -122.46255)"
327-05130,-,0,Grey,SS,N,N,SFMTA,ON,0,513,BROADWAY,3151000,Area 3, ,"(37.797876, -122.405956)"
415-24240,-,0,Grey,SS,Y,Y,SFMTA,ON,0,2424,FILLMORE ST,5556000,Area 5,Fillmore,"(37.792317, -122.434459)"
700-12130,-,0,Grey,SS,Y,Y,SFMTA,ON,0,1213,VALENCIA ST,13072000,Area 5,Mission,"(37.753378, -122.420673)"
691-20150,-,0,Grey,SS,N,Y,SFMTA,ON,0,2015,UNION ST,12870000,Area 3, ,"(37.797372, -122.432776)"
445-00870,-,0,Grey,SS,N,N,SFMTA,ON,0,87,GREEN ST,6439000,Area 3, ,"(37.800457, -122.400971)"
208-01380,-,0,Grey,SS,N,N,SFMTA,ON,0,138,08TH ST,407000,Area 2, ,"(37.776682, -122.412343)"
568-12560,-,0,Yellow,SS,N,N,SFMTA,ON,0,1256,MISSION ST,9104000,Area 2, ,"(37.776507, -122.414483)"
471-07280,-,0,Grey,SS,N,N,SFMTA,ON,0,728,HARRISON ST,6717000,Area 5,South Embarcadero,"(37.781976, -122.398271)"
401-09290,-,0,Grey,SS,N,N,SFMTA,ON,0,929,ELLIS ST,5180000,Area 3, ,"(37.783623, -122.422121)"
591-17150,-,0,Grey,SS,N,N,SFMTA,ON,0,1715,OCEAN AVE,9829101,Area 3, ,"(37.724748, -122.460687)"
368-01010,-,0,Red,SS,N,N,SFMTA,ON,0,101,CYRIL MAGNIN ST,4571000,Area 1, ,"(37.785485, -122.408773)"
324-06380,-,0,Yellow,SS,N,N,SFMTA,ON,0,638,BATTERY ST,2761000,Area 2, ,"(37.797481, -122.400747)"
224-29150,-,0,Yellow,SS,N,N,SFMTA,ON,0,2915,24TH ST,1334000,Area 3, ,"(37.752654, -122.410564)"
440-46060,-,0,Yellow,SS,N,Y,SFMTA,ON,0,4606,GEARY BLVD,6066201,Area 3, ,"(37.780947, -122.468895)"
350-17090,-,0,Grey,SS,N,N,SFMTA,ON,0,1709,CALIFORNIA ST,3550000,Area 3, ,"(37.790227, -122.422781)"
224-37620,-,0,Grey,SS,Y,N,SFMTA,ON,0,3762,24TH ST,1358000,Area 3, ,"(37.751785, -122.426856)"
869-00230,869-00001,23,Grey,MS,N,N,PORT,ON,0,23,TERRY A FRANCOIS BLVD,12531000,Port 11, ,"(37.776418, -122.388749)"
224-30210,-,0,Grey,SS,N,N,SFMTA,ON,0,3021,24TH ST,1337000,Area 3, ,"(37.75253, -122.412631)"
336-13310,-,0,Grey,SS,N,N,SFMTA,ON,0,1331,BUSH ST,3443000,Area 3, ,"(37.788696, -122.419742)"
412-01230,-,0,Yellow,SS,N,N,SFMTA,ON,0,123,FERN ST,5483000,Area 3, ,"(37.788082, -122.421088)"
569-19140,-,0,Green,SS,N,N,SFMTA,ON,0,1914,MARKET ST,8761201,Area 3, ,"(37.770462, -122.425418)"
571-08070,-,0,Grey,SS,N,N,SFMTA,ON,0,807,MONTGOMERY ST,9307000,Area 2, ,"(37.796644, -122.403601)"
324-05093,324-05090,3,Black,MS,N,N,SFMTA,ON,0,509,BATTERY ST,2760000,MC5,Downtown,"(37.796201, -122.400641)"
324-05092,324-05090,2,Black,MS,N,N,SFMTA,ON,0,509,BATTERY ST,2760000,MC5,Downtown,"(37.796188, -122.400638)"
664-12163,664-12160,3,Yellow,MS,N,N,SFMTA,ON,0,1220,STOCKTON ST,12208000,Area 2, ,"(37.797247, -122.408458)"
600-04340,-,0,Grey,SS,N,N,SFMTA,ON,0,434,PACIFIC AVE,10121000,Area 2, ,"(37.797374, -122.403385)"
370-01340,-,0,Grey,SS,Y,Y,SFMTA,ON,0,134,CAPP ST,3673000,Area 5,Mission,"(37.764057, -122.418671)"
211-01210,-,0,Grey,SS,N,N,SFMTA,ON,0,121,11TH ST,510000,Area 2, ,"(37.77391, -122.416445)"
684-06780,-,0,Grey,SS,N,N,SFMTA,ON,0,678,TOWNSEND ST,12666000,Area 3, ,"(37.770327, -122.403624)"
563-01250,-,0,Grey,SS,N,N,SFMTA,ON,0,125,MCALLISTER ST,8890000,Area 2, ,"(37.780752, -122.414586)"
686-02050,-,0,Grey,SS,N,N,SFMTA,ON,0,205,TURK ST,12718000,Area 2, ,"(37.782912, -122.412642)"
321-35040,-,0,Grey,SS,N,N,SFMTA,ON,0,3504,BALBOA ST,2681000,Area 3, ,"(37.775825, -122.496437)"
831-04410,831-04003,41,Grey,MS,N,Y,PORT,ON,0,441,EMBARCADERO SOUTH,12549201,Port 7, ,"(37.788472, -122.38774)"
321-37010,-,0,Grey,SS,N,N,SFMTA,ON,0,3701,BALBOA ST,2683000,Area 3, ,"(37.775592, -122.498523)"
120-17550,-,0,Grey,SS,N,N,SFMTA,ON,0,1755,20TH AVE,1010000,Area 3, ,"(37.754315, -122.477635)"
120-23620,-,0,Grey,SS,N,N,SFMTA,ON,0,2362,20TH AVE,1016000,Area 3, ,"(37.743373, -122.476711)"
823-00180,823-00002,18,Grey,MS,N,N,PORT,ON,0,18,CHESTNUT ST,3950000,Port 4, ,"(37.804928, -122.404303)"
836-00080,836-00002,8,Grey,MS,N,N,PORT,ON,0,8,FRANCISCO ST,5754000,Port 4, ,"(37.805705, -122.405723)"
658-00485,658-00480,5,Black,MS,N,N,SFMTA,ON,0,48,SPEAR ST,12044000,MC5,Downtown,"(37.793061, -122.394842)"
658-00484,658-00480,4,Black,MS,N,N,SFMTA,ON,0,48,SPEAR ST,12044000,MC5,Downtown,"(37.793067, -122.394849)"
658-00483,658-00480,3,Black,MS,N,N,SFMTA,ON,0,48,SPEAR ST,12044000,MC5,Downtown,"(37.793073, -122.394857)"
658-00482,658-00480,2,Black,MS,N,N,SFMTA,ON,0,48,SPEAR ST,12044000,MC5,Downtown,"(37.79308, -122.394866)"
658-00428,658-00420,8,Black,MS,N,N,SFMTA,ON,0,42,SPEAR ST,12044000,MC5,Downtown,"(37.793119, -122.394916)"
658-00427,658-00420,7,Black,MS,N,N,SFMTA,ON,0,42,SPEAR ST,12044000,MC5,Downtown,"(37.793126, -122.394924)"
658-00426,658-00420,6,Black,MS,N,N,SFMTA,ON,0,42,SPEAR ST,12044000,MC5,Downtown,"(37.793133, -122.394932)"
658-00425,658-00420,5,Black,MS,N,N,SFMTA,ON,0,42,SPEAR ST,12044000,MC5,Downtown,"(37.79314, -122.394941)"
658-00424,658-00420,4,Black,MS,N,N,SFMTA,ON,0,42,SPEAR ST,12044000,MC5,Downtown,"(37.793146, -122.394949)"
658-00423,658-00420,3,Black,MS,N,N,SFMTA,ON,0,42,SPEAR ST,12044000,MC5,Downtown,"(37.793152, -122.394956)"
658-00422,658-00420,2,Black,MS,N,N,SFMTA,ON,0,42,SPEAR ST,12044000,MC5,Downtown,"(37.79316, -122.394966)"
658-00369,658-00360,9,Black,MS,N,N,SFMTA,ON,0,36,SPEAR ST,12044000,MC5,Downtown,"(37.793174, -122.394984)"
658-00368,658-00360,8,Black,MS,N,N,SFMTA,ON,0,36,SPEAR ST,12044000,MC5,Downtown,"(37.79318, -122.394991)"
658-00367,658-00360,7,Black,MS,N,N,SFMTA,ON,0,36,SPEAR ST,12044000,MC5,Downtown,"(37.793186, -122.394999)"
542-03260,-,0,Grey,SS,N,N,SFMTA,ON,0,326,LARKIN ST,8123000,Area 5,Civic Center,"(37.781226, -122.417024)"
700-08330,-,0,Grey,SS,Y,Y,SFMTA,ON,0,833,VALENCIA ST,13066000,Area 5,Mission,"(37.759272, -122.421237)"
440-12180,440-12004,18,Grey,MS,Y,N,SFMTA,ON,0,1218,GEARY BLVD,6038000,Area 3, ,"(37.785449, -122.42381)"
336-04320,-,0,Grey,SS,N,N,SFMTA,ON,0,432,BUSH ST,3430000,Area 5,Downtown,"(37.790698, -122.405032)"
681-00290,-,0,Yellow,SS,N,N,SFMTA,ON,0,29,TAYLOR ST,12426000,Area 1, ,"(37.783082, -122.410824)"
203-03250,-,0,Grey,SS,Y,Y,SFMTA,ON,0,325,03RD ST,170000,Area 5,South Embarcadero,"(37.783472, -122.398387)"
203-03610,-,0,Grey,SS,Y,Y,SFMTA,ON,0,361,03RD ST,171000,Area 5,South Embarcadero,"(37.78294, -122.397723)"
600-05060,-,0,Grey,SS,N,N,SFMTA,ON,0,506,PACIFIC AVE,10122000,Area 2, ,"(37.797293, -122.404048)"
203-08200,-,0,Yellow,SS,Y,N,SFMTA,ON,0,820,03RD ST,181000,Area 5,South Embarcadero,"(37.777558, -122.391334)"
411-03090,411-03001,9,Grey,MS,Y,Y,SFMTA,ON,0,309,FELL ST,5442000,Area 5,Civic Center,"(37.775826, -122.423227)"
400-09220,-,0,Grey,SS,N,N,SFMTA,ON,0,922,EDDY ST,5067000,Area 5,Civic Center,"(37.782614, -122.42345)"
400-06170,-,0,Yellow,SS,N,N,SFMTA,ON,0,617,EDDY ST,5064000,Area 5,Civic Center,"(37.783169, -122.418175)"
443-09250,443-09003,25,Grey,MS,Y,N,SFMTA,ON,0,925,GOUGH ST,6327000,Area 5,Civic Center,"(37.782315, -122.424161)"
619-00060,619-00002,6,Grey,MS,Y,N,SFMTA,ON,0,6,PETER YORKE WAY,10384000,Area 3, ,"(37.786113, -122.423827)"
546-05040,-,0,Grey,SS,N,N,SFMTA,ON,0,504,LEAVENWORTH ST,8243000,Area 3, ,"(37.785798, -122.414587)"
330-07580,-,0,Yellow,SS,N,N,SFMTA,ON,0,758,BRANNAN ST,3086000,Area 3, ,"(37.773592, -122.402676)"
445-06076,445-06070,6,Black,MS,N,N,SFMTA,ON,0,607,GREEN ST,6454000,MC3, ,"(37.799401, -122.409454)"
445-06075,445-06070,5,Black,MS,N,N,SFMTA,ON,0,607,GREEN ST,6454000,MC3, ,"(37.799403, -122.409438)"
445-06074,445-06070,4,Black,MS,N,N,SFMTA,ON,0,607,GREEN ST,6454000,MC3, ,"(37.799412, -122.409372)"
445-06073,445-06070,3,Black,MS,N,N,SFMTA,ON,0,607,GREEN ST,6454000,MC3, ,"(37.799413, -122.40936)"
